word,tag,sentiment-scaled
Frage,n,0.14987385307453377
richtig,r,0.1495019576574754
entstehen,v,0.14874775375168098
psychisch,a,0.14874775375168098
jedenfalls,r,0.14855659950731295
Entwurf,n,0.1478023956015185
gesellschaftlich,a,0.1478023956015185
loben,v,0.1478023956015185
:-),n,0.1478023956015185
Saudi,n,0.1478023956015185
Satz,n,0.14458401266229517
Gebiet,n,0.14458401266229517
ehemalig,a,0.1443928584179271
Stimme,n,0.1436386545121327
Architekt,n,0.1436386545121327
belegen,v,0.1436386545121327
Strafe,n,0.14250214211760226
wer,n,0.14211983362886615
häufig,r,0.1415567839674398
Sicht,n,0.14042027157290937
stimmen,v,0.1402291173285413
Marboe,n,0.1394749134227469
Quelle,n,0.1394749134227469
Wirtschaft,n,0.13928375917837887
Gespräch,n,0.13928375917837887
Deutschland,n,0.13833840102821646
investieren,v,0.137393042878054
Idee,n,0.13720188863368593
Zilk,n,0.13681958014494996
künftig,r,0.13625653048352354
Debatte,n,0.13625653048352354
liegen,v,0.13568306775041944
Alois,n,0.13436581418319865
selbe,a,0.13436581418319865
beid,n,0.13436581418319865
Miete,n,0.13436581418319865
Kulturstadtrat,n,0.13417465993883065
and,n,0.13209278939413774
Sieg,n,0.13020207309381285
Vertrag,n,0.13020207309381285
Dr.,n,0.13020207309381285
Zukunft,n,0.13001091884944482
sozial,a,0.13001091884944482
Modell,n,0.12906556069928238
Bockerl,n,0.12899896800825592
Masen,n,0.12899896800825592
spondieren,v,0.12899896800825592
Donnerstag,n,0.12887440645491435
nah,a,0.12887440645491435
Leben,n,0.12868325221054633
unterscheiden,v,0.12812020254911993
ersetzen,v,0.12812020254911993
Sabine,n,0.12812020254911993
Möglichkeit,n,0.12792904830475194
Initiative,n,0.12603833200442702
Firma,n,0.12603833200442702
Austria,n,0.12603833200442702
Kaschpl,n,0.12487100103199172
Fluchtachterl,n,0.12487100103199172
Kaspel,n,0.12487100103199172
Gugerschecken,n,0.12487100103199172
rittern,v,0.12487100103199172
Änderung,n,0.12395646145973413
erkennen,v,0.12395646145973413
Braune,n,0.12262879482083572
Begriff,n,0.12187459091504124
zählen,v,0.12187459091504124
Lage,n,0.12187459091504124
mann,n,0.12187459091504124
berufen,v,0.1217750257997936
Kunde,n,0.1217750257997936
Herrl,n,0.1217750257997936
Robert,n,0.1209292327648788
Abbas,n,0.1209292327648788
Hund,n,0.1209292327648788
Übel,n,0.1209292327648788
Stufe,n,0.1209292327648788
Jugend,n,0.1209292327648788
Gebäude,n,0.1209292327648788
erfolgreich,a,0.1209292327648788
steigern,v,0.1209292327648788
Kirche,n,0.1209292327648788
Interesse,n,0.12073807852051077
deutsch,a,0.12073807852051077
Laska,n,0.12073807852051077
ziehen,v,0.12054692427614272
Staat,n,0.12016461578740667
Stelle,n,0.11979272037034835
mal,r,0.11920884456556678
Punkt,n,0.11865620797581788
Mutter,n,0.11771084982565544
längst,r,0.11771084982565544
Finanzstadtrat,n,0.11771084982565544
derzeit,r,0.11751969558128743
daran,r,0.11751969558128743
körperlich,r,0.11676549167549301
Standort,n,0.11676549167549301
Experte,n,0.11676549167549301
aussehen,v,0.11676549167549301
Beruf,n,0.11562897928096252
Braune,r,0.11562897928096252
erstmals,r,0.11468362113080008
problem,n,0.11468362113080008
bilden,v,0.11468362113080008
international,a,0.11354710873626964
versprechen,v,0.11354710873626964
weit,a,0.11316480024753356
Favorit,n,0.11260175058610714
Tat,n,0.11260175058610714
Mord,n,0.11260175058610714
persönlich,a,0.11260175058610714
Nachfolger,n,0.11260175058610714
Eröffnung,n,0.11260175058610714
Helmut,n,0.11202828785300312
Statistik,n,0.11146523819157672
reduzieren,v,0.11051988004141429
rot-grün,a,0.11051988004141429
begehen,v,0.11051988004141429
Anliegen,n,0.11051988004141429
perfekt,r,0.11051988004141429
Palästinenser,n,0.1093833676468838
Stadtrat,n,0.10900105915814783
manch,n,0.10843800949672136
beziehen,v,0.10843800949672136
darauf,r,0.10824685525235336
vorne,r,0.1074926513465589
Untersuchung,n,0.1074926513465589
physisch,a,0.1074926513465589
Klaus,n,0.1074926513465589
Krank,r,0.1074926513465589
physisch,r,0.1074926513465589
Rechtfertigung,n,0.1074926513465589
benennen,v,0.1074926513465589
stärken,v,0.1074926513465589
Summe,n,0.1074926513465589
Wirtschaftsstadträtin,n,0.1074926513465589
Entlastung,n,0.1074926513465589
beliebt,a,0.1074926513465589
urban,a,0.1074926513465589
senken,v,0.1074926513465589
designiert,a,0.1074926513465589
Arabien,n,0.1074926513465589
Mittelpunkt,n,0.1074926513465589
Sepp,n,0.10730149710219092
kündigen,v,0.10730149710219092
Teilzeit,n,0.10635613895202851
Gericht,n,0.10635613895202851
folgen,v,0.10635613895202851
Chance,n,0.10521962655749803
gehen,v,0.10443418343667069
Kampf,n,0.10427426840733557
völlig,r,0.1040831141629676
denken,v,0.10370080567423144
Verbesserung,n,0.10332891025717313
Frankreich,n,0.10332891025717313
Abgabe,n,0.10332891025717313
außerdem,r,0.10332891025717313
leiten,v,0.10332891025717313
schleichen,r,0.10332891025717313
eingehen,v,0.10332891025717313
Nachfolge,n,0.10332891025717313
groß,r,0.10219239786264266
Zug,n,0.10219239786264266
direkt,r,0.10219239786264266
Frauenberger,n,0.10219239786264266
vergleichen,v,0.10219239786264266
Vision,n,0.10124703971248021
Gesundheitsstadtrat,n,0.10124703971248021
Sozialdemokrat,n,0.10124703971248021
bemerken,v,0.10124703971248021
Kraus,n,0.10124703971248021
Abend,n,0.10124703971248021
bekommen,v,0.10123662664080256
egal,r,0.10105588546811221
Thomas,n,0.10011052731794977
deswegen,r,0.10011052731794977
umsetzen,v,0.09916516916778732
trotzdem,r,0.09897401492341926
Realität,n,0.09802865677325685
recht,r,0.0978375025288888
niemand,n,0.0978375025288888
Wähler,n,0.0970832986230944
begrüßen,v,0.0970832986230944
starten,v,0.0970832986230944
Juli,n,0.0970832986230944
anräumen,v,0.09700722394220845
sesselreiten,v,0.09700722394220845
Marmeladinger,n,0.09700722394220845
Agiotage,n,0.09700722394220845
Okkasion,n,0.09700722394220845
vorstellen,v,0.09594678622856394
unterstützen,v,0.09594678622856394
genannt,a,0.0950014280784015
eindeutig,r,0.0950014280784015
Palästina,n,0.0950014280784015
Leider,r,0.0950014280784015
Schüler,n,0.0950014280784015
Gleichstellung,n,0.0950014280784015
Steuer,n,0.0950014280784015
selten,r,0.0950014280784015
Freitag,n,0.0948102738340335
verwirklichen,v,0.09405606992823905
Willkür,n,0.09405606992823905
Landkriegsordnung,n,0.09405606992823905
Stärkere,n,0.09405606992823905
teil,n,0.09405606992823905
Universität,n,0.09405606992823905
Mitteleuropa,n,0.09405606992823905
Bundeshymne,n,0.09405606992823905
Lebensqualität,n,0.09405606992823905
physische,a,0.09405606992823905
Schaffung,n,0.09405606992823905
glaub,v,0.09405606992823905
Betrag,n,0.09405606992823905
stets,r,0.09405606992823905
inner,a,0.09405606992823905
achten,v,0.09405606992823905
UN,n,0.09405606992823905
innen,r,0.09405606992823905
Gendern,n,0.09405606992823905
bissl,n,0.09405606992823905
alt,n,0.09405606992823905
weiblich,r,0.09405606992823905
-Jährig,n,0.09405606992823905
frei,r,0.09386491568387105
Platz,n,0.09367376143950303
überzeugen,v,0.0929195575337086
dauern,v,0.0929195575337086
her,r,0.0929195575337086
ausüben,v,0.0929195575337086
mehr,n,0.0927284032893406
Dienstag,n,0.09253724904497251
meist,n,0.09083768698901572
Karriere,n,0.09083768698901572
Bummerl,n,0.09081527347781218
Bassenatratsch,n,0.09081527347781218
ab,r,0.08989232883885326
Siemens,n,0.08989232883885326
israel,n,0.08989232883885326
angehen,v,0.08989232883885326
unterschiedlich,a,0.08989232883885326
Gretner,n,0.08989232883885326
übergeben,v,0.08989232883885326
errichten,v,0.08989232883885326
City,n,0.08989232883885326
Regelung,n,0.08989232883885326
IDF,n,0.08989232883885326
Tradition,n,0.08989232883885326
stolz,r,0.08989232883885326
übrigens,r,0.08970117459448525
Form,n,0.0887558164443228
Sandra,n,0.0887558164443228
z.B.,n,0.0887558164443228
Vienna,n,0.08781045829416034
komplett,r,0.08781045829416034
Betroffene,n,0.08781045829416034
Donau,n,0.08781045829416034
Bühne,n,0.08781045829416034
Freiheit,n,0.08781045829416034
ignorieren,v,0.08781045829416034
Kunst,n,0.08781045829416034
z.B.,v,0.08781045829416034
frauen,n,0.08761930404979233
wenig,r,0.08742814980542436
zufrieden,r,0.0866739458996299
lang,a,0.0866739458996299
Hundstorfer,n,0.08610048316652591
Partnerschaft,n,0.08572858774946744
Mandat,n,0.08572858774946744
Salzburger,a,0.08572858774946744
zahlreich,a,0.08572858774946744
Veigerl,n,0.08565531475748193
hoch,r,0.084592075354937
Jude,n,0.084592075354937
ändern,v,0.08440092111056897
bringen,v,0.08382745837746484
wesentlich,r,0.08364671720477453
prominent,a,0.08364671720477453
Blümel,n,0.08364671720477453
grün,r,0.08364671720477453
Ressort,n,0.08364671720477453
Zeichen,n,0.08364671720477453
schauen,v,0.08251020481024408
lang,r,0.08212789632150809
bemühen,v,0.08156484666008162
Wissenschaft,n,0.08156484666008162
Verein,n,0.08156484666008162
arabisch,a,0.08156484666008162
Vorjahr,n,0.08156484666008162
Mittel,n,0.08156484666008162
somit,r,0.08156484666008162
fahren,v,0.08137369241571364
Rassenjustiz,n,0.08061948850991921
zusprechen,v,0.08061948850991921
Seltenheit,n,0.08061948850991921
heben,v,0.08061948850991921
Karin,n,0.08061948850991921
Förderungen,n,0.08061948850991921
Hanke,n,0.08061948850991921
attraktiv,r,0.08061948850991921
Sieger,n,0.08061948850991921
Auftakt,n,0.08061948850991921
anwesend,a,0.08061948850991921
Wunder,n,0.08061948850991921
allgemein,r,0.08061948850991921
Wirtschaftskammerchef,n,0.08061948850991921
hinten,r,0.08061948850991921
Kurde,n,0.08061948850991921
Stadtchef,n,0.08061948850991921
Meidlinger,n,0.08061948850991921
ausführlich,r,0.08061948850991921
lachen,v,0.08061948850991921
Beteiligte,n,0.08061948850991921
Mathematik,n,0.08061948850991921
würdigen,v,0.08061948850991921
Verleihung,n,0.08061948850991921
Fahrgast,n,0.08061948850991921
Jordanien,n,0.08061948850991921
zb,n,0.08061948850991921
üblich,r,0.08061948850991921
Montagabend,n,0.08061948850991921
traditionell,a,0.08061948850991921
Harmonie,n,0.08061948850991921
selben,a,0.08061948850991921
erweisen,v,0.08061948850991921
Nachbar,n,0.08061948850991921
grade,v,0.08061948850991921
Struktur,n,0.08061948850991921
Ausgabe,n,0.08061948850991921
sanieren,v,0.08061948850991921
Sekunde,n,0.08061948850991921
Institution,n,0.08061948850991921
Mechanismus,n,0.08061948850991921
Haager,a,0.08061948850991921
Steinhof,n,0.08061948850991921
grundsätzlich,a,0.08061948850991921
Katze,n,0.08061948850991921
Gesundheit,n,0.08061948850991921
Spanien,n,0.08061948850991921
Bedürfnis,n,0.08061948850991921
Irre,n,0.08061948850991921
Deswegen,r,0.08061948850991921
Hymne,n,0.08061948850991921
Oslo,n,0.08061948850991921
mächtig,r,0.08061948850991921
solange,r,0.08061948850991921
vorhanden,r,0.08061948850991921
Hr.,n,0.08061948850991921
notwendig,a,0.08061948850991921
Balance,n,0.08061948850991921
tot,r,0.08061948850991921
Überzeugung,n,0.08061948850991921
Definition,n,0.08061948850991921
for,n,0.08061948850991921
genug,n,0.08061948850991921
Leo,n,0.08061948850991921
erfahren,a,0.08061948850991921
übernehmen,v,0.08042833426555118
Außenminister,n,0.08042833426555118
vielleicht,r,0.08004602577681515
Klestil,n,0.07948297611538874
–,n,0.07948297611538874
weiß,v,0.07929182187102073
Fall,n,0.07796415523212229
Fischer,n,0.07740110557069581
Beweis,n,0.07740110557069581
Beitrag,n,0.07740110557069581
extrem,r,0.07740110557069581
Boden,n,0.07740110557069581
bekannt,a,0.07740110557069581
Erfahrung,n,0.07740110557069581
Anteil,n,0.0764557474205334
entsprechen,r,0.0764557474205334
empfinden,v,0.0764557474205334
breit,a,0.0764557474205334
Museum,n,0.0764557474205334
frei,a,0.0764557474205334
Nummer,n,0.0764557474205334
jung,r,0.0764557474205334
Vorbild,n,0.0764557474205334
fest,r,0.0764557474205334
erleben,v,0.0764557474205334
Spaß,n,0.0764557474205334
Sport,n,0.0764557474205334
Aspekt,n,0.0764557474205334
verleihen,v,0.0764557474205334
beteiligen,v,0.0764557474205334
einhalten,v,0.0764557474205334
Gedanke,n,0.0764557474205334
voll,a,0.0764557474205334
andererseits,r,0.0764557474205334
Neubau,n,0.0764557474205334
siehe,v,0.07531923502600293
irgendwie,r,0.07531923502600293
schlimm,r,0.07531923502600293
Angebot,n,0.07531923502600293
persönlich,r,0.07531923502600293
holen,v,0.07531923502600293
ernst,r,0.07531923502600293
weiterhin,r,0.07531923502600293
einstellen,v,0.07531923502600293
insgesamt,r,0.07531923502600293
heißen,v,0.07493692653726688
Generalsekretär,n,0.07437387687584049
Integrationsstadträtin,n,0.07437387687584049
fertig,r,0.07437387687584049
Kompetenz,n,0.07437387687584049
Stimmt,v,0.07437387687584049
fixieren,v,0.07437387687584049
positiv,r,0.07437387687584049
hauptsächlich,r,0.07437387687584049
besonder,a,0.07437387687584049
organisieren,v,0.07437387687584049
schön,r,0.07418272263147246
erhalten,v,0.07399156838710445
betrachten,v,0.07229200633114757
Claudia,n,0.07229200633114757
Abschaffung,n,0.07229200633114757
Verbot,n,0.07229200633114757
Bundespräsident,n,0.07210085208677956
Arbeit,n,0.07096433969224906
abend,r,0.07021013578645469
zusätzlich,r,0.07021013578645469
dadurch,r,0.07021013578645469
entwickeln,v,0.07021013578645469
Inhalt,n,0.07021013578645469
generell,r,0.07021013578645469
Salzburg,n,0.06907362339192422
Wahl,n,0.0686913149031882
Integration,n,0.06812826524176177
grundsätzlich,r,0.06812826524176177
schön,a,0.06812826524176177
bestimmen,a,0.06812826524176177
durchsetzen,v,0.06812826524176177
Gabriele,n,0.06812826524176177
männlich,a,0.06718290709159933
psychologische,a,0.06718290709159933
Verteilung,n,0.06718290709159933
nüchtern,r,0.06718290709159933
irrelevant,r,0.06718290709159933
Bevorzugung,n,0.06718290709159933
Dominik,n,0.06718290709159933
Gegend,n,0.06718290709159933
Toni,n,0.06718290709159933
tragisch,r,0.06718290709159933
intensiv,a,0.06718290709159933
voraussetzen,v,0.06718290709159933
Kriegsverbrechen,n,0.06718290709159933
Ehe,n,0.06718290709159933
Lohn,n,0.06718290709159933
abhalten,v,0.06718290709159933
stechen,v,0.06718290709159933
Internet,n,0.06718290709159933
interpretieren,v,0.06718290709159933
Platte,n,0.06718290709159933
jemals,r,0.06718290709159933
Rock,n,0.06718290709159933
with,n,0.06718290709159933
interessant,a,0.06718290709159933
ehren,v,0.06718290709159933
Gewinner,n,0.06718290709159933
erfreuen,r,0.06718290709159933
unschuldig,a,0.06718290709159933
Ohr,n,0.06718290709159933
entschärfen,v,0.06718290709159933
Natur,n,0.06718290709159933
Verband,n,0.06718290709159933
erwähnen,a,0.06718290709159933
autonom,r,0.06718290709159933
verwalten,v,0.06718290709159933
optimistisch,r,0.06718290709159933
euro,n,0.06718290709159933
Wikipedia,n,0.06718290709159933
riesig,a,0.06718290709159933
Döbling,n,0.06718290709159933
Prominenz,n,0.06718290709159933
predigen,v,0.06718290709159933
Fest,n,0.06718290709159933
besetzt,a,0.06718290709159933
I,n,0.06718290709159933
Tätigkeit,n,0.06718290709159933
unzählige,a,0.06718290709159933
Holding,n,0.06718290709159933
